x,y,z
294.18500721162104,62.87218947030152,a
324.0343002851946,64.6590267887413,a
353.6320658663262,87.05351396708926,a
299.0075298030565,104.8209101243952,a
292.3572428799731,32.83389802918134,a
306.44039824765247,96.43249676841452,a
293.97938696420476,23.787926158098117,a
354.2079179618367,97.89045769717859,a
356.2853791912717,115.82263681295353,a
341.81562116634586,73.92414762948613,a
348.4823085616688,89.63441179575437,a
389.30138976775663,96.5653664595693,a
376.7334663510235,91.0586292889173,a
416.85054676706767,36.859195228773046,a
395.80444914343326,64.14469127009988,a
407.82487429665116,41.08252582110953,a
447.0284608118999,65.87614060777628,a
424.884659117281,58.758977018686096,a
516.1456169191039,58.15479558054409,a
454.5261728208672,61.740423962200055,a
435.59828301200076,60.78454303778153,a
519.3784520456093,81.68233898427394,a
441.3445985463537,41.419685480502096,a
483.3331631798186,16.783181205887217,a
535.767000430307,101.82909207569304,a
512.925994077946,80.5996354725188,a
500.7030292092533,144.8254403630994,a
486.3069638656279,101.62223708270909,a
549.8234418319867,126.90366674372376,a
516.2557830758675,86.64628427844735,a
573.0253016623917,153.41169380043732,a
534.2146805912976,143.57611016238468,a
539.126970374763,118.52894203567848,a
542.7259510564929,129.25026579673107,a
543.7405070494693,91.35072937252386,a
517.2722951738327,100.35581196040874,a
575.9491172383091,117.82213664637027,a
548.4581946762881,83.92608414411893,a
570.3846251365617,142.2062054270388,a
586.1899183667762,89.08146895560765,a
635.8435977712429,64.9300755926073,a
593.1671372832826,54.31822533830626,a
572.4832655756256,83.67725925849271,a
613.025139969647,85.66588872097009,a
596.7149639381335,71.96259745610325,a
615.6962677052954,121.3966076175696,a
589.6825791156559,63.1104094037928,a
637.6854612063871,60.61790279834173,a
618.9245132011141,55.46107471415729,a
592.6177899581259,68.40072524754197,a
620.2433944763359,52.15311860674768,a
578.2824901977485,57.34660003299223,a
625.588951046846,53.2772819737379,a
588.2598735826601,14.37940102103613,a
574.0726641256673,-4.209962247971703,a
632.8163572689117,81.26029649373811,a
598.9203314853562,35.411300221692215,a
612.787659462003,55.810868669176216,a
645.0924080587474,58.28108513675136,a
288.1067632751457,382.2611348975822,b
352.01010991946134,405.74645769045355,b
282.3803913110194,371.03357071926075,b
345.82480455366067,372.68698199445646,b
340.54865445982335,449.2532537974808,b
282.2270924768787,371.9202738898117,b
329.54222198682845,374.9998386852865,b
345.68513441419606,332.0652877434765,b
323.444327254144,384.5228665069886,b
320.19837128936126,442.27510139623337,b
346.86001152607724,395.9796719581368,b
329.3058443550446,391.60005663912386,b
316.3917536354998,326.06472253490097,b
328.9729324713028,389.03736154063864,b
366.86415609708297,342.9419585557921,b
284.2596257997259,334.5028740303207,b
351.0523035337933,348.39657346611705,b
322.5705190548602,337.38406720660805,b
337.34181435046554,341.2522570951013,b
317.220056718159,288.1351376939681,b
339.1461448609257,288.5949626906781,b
318.55900202012964,274.9712685501785,b
270.42313627931384,270.20372098451185,b
286.5107520812926,272.20397165001134,b
307.32178074002826,264.44692651066384,b
304.15930072296,281.2851273788054,b
300.84347304970237,246.40277983962824,b
242.67007642522734,288.2977240218174,b
296.76430567335177,287.3823028395058,b
264.8312908583715,321.2397926593417,b
247.07051995596018,296.21066528674896,b
323.62433865104504,313.70821238331735,b
327.2837928148343,266.3354317831355,b
329.5899378559028,319.44562393389475,b
303.6611165982554,312.2718715585129,b
309.05964914820987,341.8601161899695,b
390.4472831442384,321.53796684125064,b
345.6367235645928,347.3017801663754,b
327.7503506240028,353.2555516396526,b
397.976649994686,385.77685372086546,b
376.0799671201905,367.9932060012665,b
375.69857150374327,374.46844737453057,b
435.90535331689216,435.44046206658663,b
394.10309421340594,412.90090094075754,b
372.0061679335482,393.1094098505567,b
341.523062058939,449.40952058071775,b
340.5819193329382,477.5344649283373,b
312.97269562822436,403.3754063857071,b
403.99250103431825,445.2553351623206,b
403.73122132053527,392.3387866135792,b
198.1432872865905,223.66670425053604,b
208.29787602628903,189.69793310166068,b
117.85096428326841,223.41377522128988,b
172.35471885432526,150.2874915753979,b
152.35466395142387,190.97947923887364,b
140.5631792785404,219.53483230732877,b
170.21424340317444,164.3141491035459,b
184.82446210543677,198.8703707703305,b
84.3019478291361,249.1139418209478,b
134.83970212172656,185.05944507118784,b
136.52519395043754,217.12884601751318,b
113.60370405537213,150.41324253691567,b
115.55573091422426,189.4112900293154,b
96.89252045384178,201.49265909894638,b
105.85200391239331,229.9570630274364,b
77.17589634890032,217.98895853553609,b
103.6310524169583,205.93543496383506,b
105.2752601465992,192.52013948461797,b
85.86128033039023,204.0587702844229,b
82.59798144862098,210.04026789472982,b
95.7300947659796,249.70398683410565,b
57.04152333736686,177.3980374540389,b
120.54987402522768,197.55054851602625,b
122.46938280800828,217.47860701996524,b
121.75313884993193,192.1166582890657,b
184.43696166038166,210.4455169906533,b
126.27872755894813,176.6156189298493,b
156.59451434752165,176.5447225246553,b
182.13749719899155,195.8426532086745,b
163.27050734397105,149.62655432385247,b
215.38066482482543,149.53045521150614,b
156.38315330569768,206.37723639045475,b
185.82542391254987,149.3891295147369,b
194.32046684850604,115.51565677494898,b
218.34492255220195,141.2248681465801,b
196.24497131812907,150.73070291841003,b
252.3292707020545,132.5603098211326,b
228.7915583711952,171.73240591869933,b
217.33012695315517,201.7841630949465,b
219.7313978496621,172.41942199376894,b
251.23020484244,205.05191986596878,b
247.97017121951654,181.0085880258772,b
246.6432793694634,155.20597547977434,b
230.9586920294009,131.63059209133013,b
234.97705179596628,179.3296972362101,b
205.08999103190703,203.88446537739628,b
189.8112494205475,194.77015826021847,b
204.59708317568013,232.1144654994339,b
246.2697410356111,209.64777355007465,b
202.7895239237478,219.11446775665848,b
203.41557836461106,218.30491750394594,b
183.0374865143655,180.5211472355794,b
207.0091895221786,210.55152805180342,b
252.28322224095297,198.5585524951481,b
184.1397599494814,191.0703334604823,b
161.68017112550558,175.22032179878153,b
165.82505488302337,192.48423947441188,b
124.72714971224161,195.73397933277647,b
145.6351260364168,129.7230793353329,b
143.59222493275018,125.75175052705043,b
185.33322641209799,158.56371709702375,b
79.23982950151368,198.49616492977287,b
105.8417081851557,156.51807754384464,b
83.57411423495604,138.46113760998497,b
118.76451367860017,146.36674925294187,b
123.47220281228098,126.85106265329534,b
114.00758216111836,156.47240253028662,b
74.48939455451497,124.34318195785568,b
60.46206102895748,143.7673249963192,b
121.86210759218903,158.3169457646726,b
82.26306097277323,115.24340877872851,b
64.1572771279232,72.28353128388727,b
98.53591220517073,116.15240537382272,b
91.54129506333994,139.31162867769268,b
114.2508790289648,107.63527476505811,b
4.430681267756313,75.55097788491406,b
63.680927605732165,119.63013712750904,b
86.92960596484576,102.20908805732296,b
118.35482926881355,132.08997857761875,b
89.20597038874052,135.9343490404912,b
102.60441939509431,115.87959436952548,b
111.97143859736576,100.09212924041606,b
96.28263429845785,107.83081242031994,b
111.28110298627406,76.01350837010347,b
94.27157367734789,26.845683869049367,b
105.89896084376491,77.0047839328081,b
141.1249168704868,63.85390244701523,b
127.05041000448658,31.296258497726114,b
161.82896485786154,58.39349029802105,b
171.3170347797839,57.42222612606503,b
158.91139807728987,100.96351663149903,b
164.44066281076314,102.38068206900306,b
133.67016528302386,71.89527332397677,b
117.56116011251322,81.24830294943268,b
162.11856709772002,60.691163879852525,b
93.75656129486853,62.70290932840044,b
120.20896366790903,70.32218562792872,b
598.9681529107253,480.90063734704773,c
560.9122935059024,395.5481286934968,c
579.4709604735503,419.7791338170826,c
560.1857251863584,363.65445554145856,c
618.8917224919169,411.49927663471664,c
600.6040808791802,389.2796821518177,c
593.895899648604,475.0966673050925,c
656.1345877704697,467.7278304619795,c
650.3950360697132,451.6187884699657,c
609.355623676671,443.5427993736278,c
687.876259938235,403.48148643558136,c
628.0174384855022,406.216734287343,c
626.2898498888768,393.50504434980974,c
666.2114177678313,403.47769275912145,c
645.331223780981,342.6061944798849,c
664.3917691073187,360.0340646233115,c
663.6822449628934,377.14470014065046,c
658.0250150784066,349.1433093702971,c
702.1667009413303,325.80340491780487,c
665.8285221414606,355.9087496637401,c
637.4579358509231,374.28456199347073,c
682.14915656574,365.6292101031558,c
636.9432685607317,323.5424702314558,c
594.5262508985974,364.0854004290965,c
595.8492388093196,323.3864563374449,c
590.8587829256819,363.8605041896359,c
628.7115947360767,312.19876693491506,c
586.8358896316017,364.21778580007367,c
608.1594326648712,339.69098484594673,c
630.7661375574618,413.5515021885489,c
650.1173729199254,427.718667914222,c
674.5134732952337,429.93818184934577,c
636.4312661002234,411.19639137287373,c
621.3522903958772,454.8594910312015,c
679.3023441479994,404.92300130458375,c
582.3942158895665,454.4836634739169,c
629.8012160219271,454.90280487097664,c
378.8374782963234,221.6596513276914,c
446.36950442558725,222.42238616775148,c
360.37534507577556,206.36933211954567,c
345.3453992575334,194.0917305331214,c
332.09009104774304,198.40183630229598,c
400.8962081469692,198.4237419748457,c
351.57210059054387,252.7089507480248,c
352.6077989176248,210.09981093810615,c
282.6677587061602,165.03775717413464,c
321.3886134773148,126.04028331822417,c
315.57460684322905,239.83621726002764,c
328.00385985866035,222.35008676717217,c
295.14532651139615,154.5836985214196,c
288.4145800950533,179.21377603391045,c
364.503110907247,206.48643945663315,c
353.8205066731449,222.25097325922042,c
399.8884183326369,197.33270365216418,c
413.3199313606474,208.80074575835732,c
388.50087370817,233.79183529227197,c
385.6527374770966,203.23303532602273,c
393.9720118795975,197.93241476091504,c
402.6477753860528,196.91686053174135,c
427.34824148613325,228.12255798456772,c
360.58565013868156,203.70725874630853,c
410.72262040974556,181.13667543566982,c
417.5203937748977,207.45214776332375,c
371.7584106436834,188.82841174890677,c
350.54773165819483,221.49938409861664,c
395.10986956065153,185.2047884899598,c
430.2661399594382,205.88863401114867,c
343.34494079368096,161.50992019404242,c
384.4159427982356,170.94396862043595,c
368.38024017421924,162.06075869445243,c
346.18314275166534,183.4657716262605,c
383.340914375203,157.2116832103535,c
370.19483800001166,217.88343289792812,c
382.96348386078364,248.83234715687198,c
358.9677979768789,231.3418561178148,c
356.0309964206338,171.66886339278432,c
388.47462146757636,214.51083079303072,c
341.14097588558633,192.64909594347688,c
379.5003883365611,217.04442785809152,c
346.44158830997185,185.27476275173086,c
421.81244880846475,179.32566474193362,c
386.38484846047845,147.94244868863825,c
325.84005215541197,193.77473032387013,c
379.44169854405266,200.35590279190075,c
370.8954426248948,209.2924693261972,c
452.1043410520502,191.8761396889454,c
386.5029195584871,139.33272047217696,c
396.53723338369844,194.02486048939028,c
417.17216314467805,170.56903789224924,c
391.37610713274904,226.30634492287982,c
386.4659225399492,210.2148322205315,c
267.22414165135467,430.30115426109666,d
286.95147389187173,409.075205687186,d
228.1441432600711,413.2248264612924,d
262.2587826834104,413.13402517468904,d
208.28977838057173,470.65592560139896,d
259.6282277501891,447.5225400328608,d
207.1355738420389,442.414892472397,d
148.21504507210807,436.87266245065456,d
198.72327330741146,452.0586439582681,d
181.06433595563198,431.6988336386412,d
199.26135406055778,452.84612439032264,d
150.09779771663483,421.7256702189091,d
183.3343201288408,408.24391300765444,d
128.2544622000284,433.9210216512492,d
183.064844038234,443.92400820874525,d
162.4065974439465,443.3255344265856,d
180.37555399382467,497.78274334142355,d
196.34291765040163,467.73888208077784,d
228.82740429096546,449.85850333770475,d
172.29131520232443,482.6812144877545,d
199.07443704441792,464.04037240989726,d
248.99687841007415,480.01586783499437,d
169.13282211252755,450.35157266033843,d
233.1399432351221,417.51431217469155,d
221.13447400395626,487.2930419740325,d
237.34274531009206,418.09215666954026,d
242.68213584756484,451.86761788587273,d
229.39252593270666,446.5866583331344,d
200.82764413942493,436.0561556204157,d
191.93684706404483,461.2593135554933,d
225.82060429401457,461.84205437569204,d
239.14743620727168,451.9004054487973,d
168.95179521965235,491.7111864222586,d
174.68235136329238,407.73638866555694,d
192.11317001039583,424.4579795083039,d
171.5541349408042,410.635256131865,d
170.68870102416363,425.02336983631676,d
188.18317338259286,431.2524858242911,d
196.32229608398788,462.0734095393628,d
205.6529856881296,458.13346082671274,d
211.36635016836468,470.3742042034551,d
219.84692721841927,483.85457096575203,d
218.97618806360086,498.90590836525485,d
251.7060040424038,534.4210951126363,d
223.28513423577414,481.43397661317056,d
244.95756572771515,471.1624830926152,d
261.35398954918014,494.22031815550093,d
251.79057083629536,468.038196789932,d
278.858181271943,497.3467148727549,d
271.5567681505471,475.825875741438,d
226.7853216933899,439.1736835886051,d
271.82863918254446,438.813943792429,d
226.15867914279067,402.8906471164598,d
248.39328817558297,434.9892545032568,d
224.0672152780302,456.224698506034,d
194.31031781474266,432.5720254804642,d
226.57573974155073,357.8449429528929,d
179.66852108183255,474.1691860092421,d
168.97427705467283,398.857254133783,d
205.24126913536873,422.1691502265796,d
187.87345143809424,413.76298032223434,d
186.7029389837881,395.53651215775284,d
180.57212990822418,411.9392557541612,d
130.2706394242134,406.8272807579741,d
158.4215649865595,420.612258653171,d
141.65726006770282,439.92941198574914,d
166.12914210860833,462.73631490697557,d
120.94066216577875,447.39439303811724,d
124.22844297645938,453.15161438611494,d
141.47398047454377,435.01972134243067,d
214.41816227805293,424.9505317871171,d
226.4259025394422,416.6610843602793,d
151.0181126235101,509.97685535941065,d
164.0406644158569,464.80782990801026,d
168.73792196869795,449.34856504521775,d
226.29521140647196,431.95637917287667,d
221.41174940165942,478.15813021923884,d
182.44061281665628,473.24035606393767,d
218.40433808903546,456.39726642551676,d
179.49350780332765,466.24467032275214,d
167.3206612841385,442.6842266879244,d
142.94167188734633,406.48155260219255,d
169.83209865575557,457.5949559262934,d
184.527978039367,475.6745398810697,d
188.6671116394395,416.2094679256859,d
151.13920604001348,492.2178428523536,d
140.16240591400512,434.7695634629361,d
171.03480015884412,472.86525848521075,d
141.03719454026788,470.51055445135876,d
130.18773063382693,448.68521523988005,d
108.20797778098253,487.2597813891829,d
119.66329065780596,457.56348193492494,d
77.25395895385196,465.17456904827975,d
30.69849224007423,432.60409011343256,d
112.52238803146679,490.4365054061027,d
71.23153720120447,506.00869939295325,d
100.81880826919841,487.01757678492714,d
63.381983253578085,512.0763553371297,d
88.59798837513529,495.573980877252,d
110.64449602833369,473.3785919305539,d
61.23576260936852,477.1703549784534,d
51.44513788333926,523.0944749166138,d
67.28679004897609,526.3959261514287,d
41.54947237552872,443.9245231511855,d
94.29495386278886,464.15033211362237,d
54.38667278516417,459.1481779709115,d
83.72023250468081,458.9966906039445,d
81.46786930627619,466.9419148042853,d
46.235295305648094,513.1085795026754,d
69.53695149871507,470.3085063219124,d
