x,y,z
281.72795215872753,365.01135060133186,a
257.7256014333189,331.21334314284684,a
209.96403729246424,329.9077436425313,a
278.78906662324357,335.9416694827834,a
219.34747624745816,276.0875931998296,a
241.55423413716676,306.8071517233991,a
220.66896166720505,335.75266662424417,a
211.0276421698005,312.51081220667845,a
249.52094975952457,299.28365803953284,a
277.59325518304684,297.2290869290705,a
269.7353193708257,320.0119336401568,a
236.5078653210594,315.23240061280234,a
266.28811489555386,327.8773423681958,a
275.47144079601054,328.65716961330554,a
276.79581393255455,338.09307703534955,a
207.8518213758732,322.7137437707333,a
281.54414781800597,317.0033348197755,a
220.6403438285632,288.6731378075315,a
221.1230555119871,293.4262061585928,a
262.6003799104361,344.0496076099947,a
235.79397590533003,396.1649545691249,a
191.5650592987367,313.40963928545443,a
266.10480063892356,349.91514976765814,a
233.18842484554236,319.9876156964321,a
214.93061927342538,303.2023819001432,a
230.1365785488083,312.3157910594025,a
209.7338026000711,307.9732666502225,a
176.96006829883822,296.7436695099725,a
236.11905587818495,321.7505028719319,a
189.25787410835582,327.07902408021414,a
